,Name,Middle Name,Department,Phone,Phone mobile,Account number,Address,Address 1: Address Type,Address 1: City,Address 1: Fax,Address 1: Name,Address 1: Phone,Address 1: Post Office Box,Address 1: Street 1,Address 1: Street 2,Address 1: Street 3,Address 1: Telephone 2,Address 1: Telephone 3,Address 1: UPS Zone,Address 1: UTC Offset,Address 1: ZIP/Postal Code,Address 2,Address 2: Address Type,Address 2: City,Address 2: Country/Region,Address 2: County,Address 2: Fax,Address 2: Name,Address 2: State/Province,Address 2: Street 1,Address 2: Street 2,Address 2: Street 3,Address 2: Telephone 1,Address 2: Telephone 2,Address 2: Telephone 3,Address 2: ZIP/Postal Code,Address 3: Telephone3,Address 3: UPS Zone,Assistant,Assistant Phone,Back Office Customer,Bank account,Bank information,Business Phone 2,Callback Number,card number,chekad account type,chekad account type1,Company Name,Company Phone,Description,Email,Fax,First Name,Hold Sync,Home Phone,Home Phone 2,Last Name,Ledger,Manager,Manager Phone,Marital Status,Marketing Only,Note,Note2,Note3,Note4,Note5,Note6,phon2,phone1,Role,ROO,sex,sheba number,Telephone 3
,,,آموزشگاه زبان,02122277854,,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,02122277849,02122277870,آموزشگاه زبان,, ,,,No,,,,,,,,,,,آقا,,02122277850
,,,آنا بسپار تجارت,0,09025215157,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,0,0,آنا بسپار تجارت,, ,,,No,,,,,,,,,,,آقا,,0
,,,اطلاعات پزشکی,0219092305070,,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,0,0,اطلاعات پزشکی,, ,,,No,,,,,,,,,,,آقا,,0
,,,انتشارات تیمور زاده,02164006,,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,0,0,انتشارات تیمور زاده,, ,,,No,,,,,,,,,,,آقا,,0
,,,انتشارات رهنما,02166416604,,,"تهران-انقلاب
تهران, تهران",,تهران,,,,, تهران-انقلاب,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,کتابهای پنگوئن خریده شد .,,0,,No,02166976216,0,انتشارات رهنما,, ,,,No,,,,,,,,,,,آقا,,02166400927
,,,بیمارستان الغدیر,02177898010,,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,02177278877,0,بیمارستان الغدیر,, ,,,No,,,,,,,,,,,آقا,,02177808880
,,,بیمارستان بهرامی,02177547971,,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,اطلاعات   ساعت 8 تا 1 بعد ازظهر  73013213,,0,,No,02177568801,0,بیمارستان بهرامی,, ,,,No,,,,,,,,,,,آقا,,0
,,,بیمارستان جامع بانوان آرش,02177883283,,,"تهران-فرجام، خیابان رشید، جنب کلانتری126 
تهران, تهران",,تهران,,,,," تهران-فرجام، خیابان رشید، جنب کلانتری126 ",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,اتاق عمل   2166 - 2150,,021077888756,,No,02177883285,02177883284,بیمارستان جامع بانوان آرش,, ,,,No,,,,,,,,,,,آقا,,02177888754
,,,بیمارستان دی,02184942611,,,"تهران-خیابان ولیعصر، نبش توانیر، بیمارستان دی
تهران, تهران",,تهران,,,,," تهران-خیابان ولیعصر، نبش توانیر، بیمارستان دی",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,02184942844,0,بیمارستان دی,, ,,,No,,,,,,,,,,,آقا,,0
,,,بیمارستان شریعتی,02184901,,,"تهران- خیابان کارگر شمالی، بعد از سه راه جلال آل احمد، پلاک 2
تهران, تهران",,تهران,,,,," تهران- خیابان کارگر شمالی، بعد از سه راه جلال آل احمد، پلاک 2",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,02188220000,0,بیمارستان شریعتی,, ,,,No,,,,,,,,,,,آقا,,0
,,,پت,02133548065,09124367306,,"تهران-میدان قیام به طرف چهار راه مولوی، سمت چپ پلاک 160
تهران, تهران",,تهران,,,,," تهران-میدان قیام به طرف چهار راه مولوی، سمت چپ پلاک 160",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,قوطی های 300 سی سی کارخانه را از اینجا سفارش دادیم در تاریخ 09-10-93 به تعداد یک بسته 350 تایی هر کدام 220 تومان فروشگاه علوی,,0,,No,02133548064,0,پت,, ,,,No,,,,,,,,,,,آقا,,0
,,,پلیس+10,02177201892,,,"تهران-نارمک، خیابان دردشت، تقاطع گلبرگ شرقی(جانبازان) پلاک 388
تهران, تهران",,تهران,,,,," تهران-نارمک، خیابان دردشت، تقاطع گلبرگ شرقی(جانبازان) پلاک 388",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,02177806172,0,پلیس+10,, ,,,No,,,,,,,,,,,آقا,,0
,,,پیتزا زرین,02177881657,,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,0,0,پیتزا زرین,, ,,,No,,,,,,,,,,,آقا,,0
,,,تلمبه ایران,02188800494,,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,فروشگاه عدالت,,0,,No,0,0,تلمبه ایران,, ,,,No,,,,,,,,,,,آقا,,0
,,,تولیدی چرم,02188957448,,,"تهران-میدان فاطمی، ساختمان فاطمی، طبقه اول، پلاک 15 
تهران, تهران",,تهران,,,,," تهران-میدان فاطمی، ساختمان فاطمی، طبقه اول، پلاک 15 ",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,فوم کار,,0,,No,02188991842,0212342626,تولیدی چرم,, ,,,No,,,,,,,,,,,آقا,,0212342627
,,,چرمین تجارت خاورمیانه,02177531043,,,"تهران-خیابان شریعتی، پایین تر از بهار شیراز، نبش میثاق پنجم، پلاک 296، طبقه دوم، واحد 5
تهران, تهران",,تهران,,,,," تهران-خیابان شریعتی، پایین تر از بهار شیراز، نبش میثاق پنجم، پلاک 296، طبقه دوم، واحد 5",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,فروش کیف چرمی,,021077525853,,No,02177511771,0,چرمین تجارت خاورمیانه,, ,,,No,,,,,,,,,,,آقا,,02177656001
,,,حمید رضا همتی,0,09127629462,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,0,0,حمید رضا همتی,, ,,,No,,,,,,,,,,,آقا,,0
,,,دادگاه کاری جهت پرونده,0,,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,0,0,دادگاه کاری جهت پرونده,, ,,,No,,,,,,,,,,,آقا,,0
,,,داروخانه آفتابگردان,02188303772,,,"تهران-مطهری، نرسیده به مفتح، پلاک 230
تهران, تهران",,تهران,,,,," تهران-مطهری، نرسیده به مفتح، پلاک 230",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,0,0,داروخانه آفتابگردان,, ,,,No,,,,,,,,,,,آقا,,0
,,,دانشگاه تهران,0216112856,09364715084,,"تهران-خیابان انقلاب، دانشگاه تهران، دانشکده فنی شیمی
تهران, تهران",,تهران,,,,," تهران-خیابان انقلاب، دانشگاه تهران، دانشکده فنی شیمی",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,0,0,دانشگاه تهران,, ,,,No,,,,,,,,,,,آقا,,0
,,,دانشگاه هنر اصفهان,031136262607,,,"اصفهان-اصفهان-خیابان حکیم نظامی، حد فاصل چهارراه خاقانی و چهارراه حکیم نظامی، بن بست لادن، ساختمان شماره 2، دانشگاه هنر، واحد کارپردازی
اصفهان, اصفهان",,اصفهان,,,,," اصفهان-اصفهان-خیابان حکیم نظامی، حد فاصل چهارراه خاقانی و چهارراه حکیم نظامی، بن بست لادن، ساختمان شماره 2، دانشگاه هنر، واحد کارپردازی",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,02106269170,,No,03136269170,0,دانشگاه هنر اصفهان,, ,,,No,,,,,,,,,,,آقا,,0
,,,درمانگاه شفا,02173014800,,,"تهران-اتوبان رسالت بین باقری و دردشت
تهران, تهران",,تهران,,,,, تهران-اتوبان رسالت بین باقری و دردشت,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,0,0,درمانگاه شفا,, ,,,No,,,,,,,,,,,آقا,,0
,,,درمانگاه شهرداری,02177955665,,,"تهران-خیابان دردرشت
تهران, تهران",,تهران,,,,, تهران-خیابان دردرشت,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,02177933374,0,درمانگاه شهرداری,, ,,,No,,,,,,,,,,,آقا,,02177917676
,,,دلتاتک,02122632652,,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,02122632652,0,دلتاتک,, ,,,No,,,,,,,,,,,آقا,,0
,,,دونر کباب,02122792800,,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,02122792900,0,دونر کباب,, ,,,No,,,,,,,,,,,آقا,,0
,,,رایان پوشش,02122253099,,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,02122253055,0,رایان پوشش,, ,,,No,,,,,,,,,,,آقا,,0
,,,رستوران,02177895069,09367618085,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,0,0,رستوران,, ,,,No,,,,,,,,,,,آقا,,0
,,,رستوران باگت,0,,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,شماره اشتراک 9449,,0,,No,0,0,رستوران باگت,, ,,,No,,,,,,,,,,,آقا,,0
,,,رستوران برادران,02177867649,,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,اشتراک 504,,0,,No,0,0,رستوران برادران,, ,,,No,,,,,,,,,,,آقا,,0
,,,رستوران پدر خوب,02177906833,,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,اشتراک 6673,,0,,No,0,0,رستوران پدر خوب,, ,,,No,,,,,,,,,,,آقا,,0
,,,رستوران گلبرگ مهدی برادران سوری,02177907191,,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,02177906990,0,رستوران گلبرگ مهدی برادران سوری,, ,,,No,,,,,,,,,,,آقا,,0
,,,رستوران مادر,02177950050,09331357727,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,B 148,,0,,No,02177921572,0,رستوران مادر,, ,,,No,,,,,,,,,,,آقا,,0
,,,رستوران محبوب,02177446514,,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,0,0,رستوران محبوب,, ,,,No,,,,,,,,,,,آقا,,0
,,,رستوران منصوریان,02177131414,,,"تهران-بزرگراه رسالت، چهارراه دردشت، نبش خیابان حیدرخانی، پلاک 3/529
تهران, تهران",,تهران,,,,," تهران-بزرگراه رسالت، چهارراه دردشت، نبش خیابان حیدرخانی، پلاک 3/529",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,اشتراک 4334,,0,,No,0,0,رستوران منصوریان,, ,,,No,,,,,,,,,,,آقا,,0
,,,رستوران نادر,0,,,"تهرانپارس، نبش اتوبان باقری، پلاک 149",,,,,,,"تهرانپارس، نبش اتوبان باقری، پلاک 149",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,02177700004,0,رستوران نادر,, ,,,No,,,,,,,,,,,آقا,,0
,,,رنگ و لاک,02188363089,,,"تهران-خیابان حافظ، دانشگاه صنعتی امیرکبیر، دانشکده مهندسی پلیمر، طبقه 4، کثیریها
تهران, تهران",,تهران,,,,," تهران-خیابان حافظ، دانشگاه صنعتی امیرکبیر، دانشکده مهندسی پلیمر، طبقه 4، کثیریها",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,مجله,,0,,No,0,0,رنگ و لاک,, ,,,No,,,,,,,,,,,آقا,,0
,,,زبیده,0,09124901372,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,0,0,زبیده,, ,,,No,,,,,,,,,,,آقا,,0
,,,سازمان حمایت مصرف کنندگان و تولید کنندگان,02122059371,,,خیابان ولیعصر-روبروی پارک ملت-خیابان ارمغان غربی-خیابان مهرشاد شمالی-پلاک 66,,,,,,,خیابان ولیعصر-روبروی پارک ملت-خیابان ارمغان غربی-خیابان مهرشاد شمالی-پلاک 66,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,0,0,سازمان حمایت مصرف کنندگان و تولید کنندگان,, ,,,No,,,,,,,,,,,آقا,,0
,,,سازه کیهان ایرانیان ,02188516491,,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,02188516492,0,سازه کیهان ایرانیان ,, ,,,No,,,,,,,,,,,آقا,,0
,,,ساعتی(دکتر دندان پزشک),02188450864,,,"سهروردی جنوبی،کوچه ملایری پور شرقی، پلاک 2، واحد 3",,,,,,,"سهروردی جنوبی،کوچه ملایری پور شرقی، پلاک 2، واحد 3",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,02188450772,0,ساعتی(دکتر دندان پزشک),, ,,,No,,,,,,,,,,,آقا,,0
,,,سبحان,02177710041,,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,معرف تاملی,,0,,No,02177709913,0,سبحان,, ,,,No,,,,,,,,,,,آقا,,0
,,,سونوگرافی گیتی,02122851703,,,"تهران-ابتدای پاسداران، نبش دشتستان پنجم، ساختمان 148، پلاک 66
تهران, تهران",,تهران,,,,," تهران-ابتدای پاسداران، نبش دشتستان پنجم، ساختمان 148، پلاک 66",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,02122852017,0,سونوگرافی گیتی,, ,,,No,,,,,,,,,,,آقا,,02122851704
,,,شریان ,0,,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,0,0,شریان ,, ,,,No,,,,,,,,,,,آقا,,0
,,,"شهرداری،",0,,,گرفتن موش های ساختمان,,,,,,,گرفتن موش های ساختمان,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,0,0,"شهرداری،",, ,,,No,,,,,,,,,,,آقا,,0
,,,شیمی پاکساز,0,09122137497,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,0,0,شیمی پاکساز,, ,,,No,,,,,,,,,,,آقا,,0
,,,شیمیایی خراسان,02133913045,09122571318,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,021033924481,,No,02133913065,0,شیمیایی خراسان,, ,,,No,,,,,,,,,,,آقا,,0
,,,شیمیایی طاهر,02133982446,09121206714,,"تهران-ناصر خسرو، کوچه خدابنده لو، پاساژ رضایی، طبقه همکف
تهران, تهران",,تهران,,,,," تهران-ناصر خسرو، کوچه خدابنده لو، پاساژ رضایی، طبقه همکف",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,02133901305,0,شیمیایی طاهر,, ,,,No,,,,,,,,,,,آقا,,0
,,,عینک تهرانپارس,02177706667,,,"تهران-تهرانپارس، نرسیده به فلکه سوم، جنب داروخانه مینا
تهران, تهران",,تهران,,,,," تهران-تهرانپارس، نرسیده به فلکه سوم، جنب داروخانه مینا",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,0,0,عینک تهرانپارس,, ,,,No,,,,,,,,,,,آقا,,0
,,,عینک جمهوری,0216715806,,,"تهران-خیابان جمهوری، چهار راه یوسف آباد، پل حافظ، روبروی تولید دارو، پاساژ پیروز، طبقه دوم
تهران, تهران",,تهران,,,,," تهران-خیابان جمهوری، چهار راه یوسف آباد، پل حافظ، روبروی تولید دارو، پاساژ پیروز، طبقه دوم",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,عینک سازی آقای علاقه بند,,0,,No,0,0,عینک جمهوری,, ,,,No,,,,,,,,,,,آقا,,0
,,,فروشگاه آبنوس,02177198801,,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,خرید میز برای منزل خانم ابراهیمی,,0,,No,0,0,فروشگاه آبنوس,, ,,,No,,,,,,,,,,,آقا,,0
,,,فروشگاه اطمینان,02177211320,,,"تهران-خیابان اتحاد، خیابان سازمان آب یا نوشوه، خیابان پنجم شیدایی شرقی، کوچه شادی شمالی، پلاک 8
تهران, تهران",,تهران,,,,," تهران-خیابان اتحاد، خیابان سازمان آب یا نوشوه، خیابان پنجم شیدایی شرقی، کوچه شادی شمالی، پلاک 8",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,خرید میز اداری و صندلی آدرس انبار,,0,,No,02177201669,0,فروشگاه اطمینان,, ,,,No,,,,,,,,,,,آقا,,02177443680
